priority,theme,score,file_name,extension,size_bytes,modified_at,sha256,source_path,identity_terms,research_terms,claim_control
P0,company_metadata_and_grant_readiness,32,pipeline_pre_ifs_uk_swiss_project_impact_support_refresh_20260712_112505.json,.json,331835,2026-07-12T11:23:18.676007+01:00,729ee9dce9c2197c9d80a672d7e614a09b806b4d6b8b58ad8cc76e479652ee98,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_ifs_uk_swiss_project_impact_support_refresh_20260712_112505.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_ifs_uk_swiss_project_impact_support_refresh_20260712_114526.json,.json,337654,2026-07-12T11:37:22.646641+01:00,39d832e08cc8d1e406601380d90e32ea708f5eb5ae65abc74519ea10929285d1,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_ifs_uk_swiss_project_impact_support_refresh_20260712_114526.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_ifs_uk_swiss_public_data_finance_live_update_20260712_122339.json,.json,348353,2026-07-12T12:11:33.965673+01:00,58b7fc79d9b88f7204302b746fbadf24ea37f47258c7fc835d725bff59d329ed,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_ifs_uk_swiss_public_data_finance_live_update_20260712_122339.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_ifs_urgent_reply_evidence_sweep_20260711_134236.json,.json,308661,2026-07-11T13:34:44.697288+01:00,2be91f43f241399c21b2758b666315161b16735e8fbd288a0dad505c8dd8a1ec,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_ifs_urgent_reply_evidence_sweep_20260711_134236.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_ifs_urgent_reply_evidence_sweep_20260712_114655.json,.json,337654,2026-07-12T11:45:55.045696+01:00,028fde5f5468a481210395077baf107f4edb8336189cc7810de3c16bd881dbcc,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_ifs_urgent_reply_evidence_sweep_20260712_114655.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_intertradeireland_cluster_packet_20260712_120845.json,.json,345804,2026-07-12T12:07:28.444401+01:00,f2e0a7800d3f176ce2a02afc71ee6d846fecaab46301b29fb58f28ec6dbc222c,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_intertradeireland_cluster_packet_20260712_120845.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_non_ifs_partner_preapp_packets_20260712_121133.json,.json,347252,2026-07-12T12:09:16.845860+01:00,5c8d3da5e27a02c305433718b9750bb28cecd0e0bff5b84005839bb0758f9ba8,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_non_ifs_partner_preapp_packets_20260712_121133.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_non_ifs_public_data_project_cost_basis_20260712_163254.json,.json,353322,2026-07-12T16:29:39.516425+01:00,659535d6d84aca6f64dacdba58b7a724b16b37fef9e826ffc1e6835a8ba5e5b7,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_non_ifs_public_data_project_cost_basis_20260712_163254.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_openocean_pitch_deck_package_20260712_071906.json,.json,326543,2026-07-12T05:24:02.159340+01:00,5e1ffc038a6e42296a96b36808a7daeb0d079c76dabbe7b278857bd5e64c8cba,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_openocean_pitch_deck_package_20260712_071906.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_openocean_pitch_submission_email_package_20260712_111227.json,.json,326988,2026-07-12T07:19:07.102021+01:00,845e846966d9e43cd86360dcb814fadbccb43b9b199a40f0cbcadfb2b35cb2ee,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_openocean_pitch_submission_email_package_20260712_111227.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_pre_openocean_pitch_submission_email_package_20260712_111305.json,.json,331118,2026-07-12T11:12:28.798650+01:00,61811c8f291447eaa59ea3935d78b7afd52b56bbf6fe2c2a8d3fd21daa1e59b5,C:\Users\user\aureon-trading\data\research\grants\backups\pipeline_pre_openocean_pitch_submission_email_package_20260712_111305.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,pipeline_report_20260710_080246_ifs_grant_ready_metadata_pack.json,.json,1813,2026-07-10T08:08:07.353537+01:00,7dc3d43a87649335d51bd18af2a4b1f82a7cb45085cf5715890d4c107f9fa0c7,C:\Users\user\aureon-trading\data\research\grants\pipelines\pipeline_report_20260710_080246_ifs_grant_ready_metadata_pack.json,aureon,audit;metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,32,README.md,.md,995,2026-07-03T20:51:11.520739+01:00,fcb1382d6e6c0083c9775b6542cd62d9ab878e0373a742ad6eb15d53bca26958,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\frontend\public\aureon_full_stack_apps\build_a_full_stack_client_task_tracker_with_back_35f63ccbc2de\README.md,aureon,metadata,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,32,CHROME_IFS_ACCESS_DIAGNOSTIC_20260709.md,.md,1398,2026-07-09T09:11:36.276224+01:00,cac692e99af41891e48b85fa3013c67c1d28db504f71acd4069170bd63beb926,C:\Users\user\aureon-trading\data\research\grants\applications\CHROME_IFS_ACCESS_DIAGNOSTIC_20260709.md,aureon;gaxlec,profile,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,32,MODULES_AT_A_GLANCE.md,.md,13360,2026-07-03T20:51:10.053312+01:00,c73c016ff7c7b4f693edf1035d42bc56df6abb98a8c210d7990cb4530f24c9ea,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\MODULES_AT_A_GLANCE.md,aureon,harmonic;profile,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,32,SELF_UPDATE_IFS_CURRENT_QUEUE_20260709.body.txt,.txt,1141,2026-07-09T06:23:33.007559+01:00,b2bded05485ba8f1f82d87ac0ea4a8f457987ae489f58a9ff3b9d01778202c11,C:\Users\user\aureon-trading\data\research\grants\applications\SELF_UPDATE_IFS_CURRENT_QUEUE_20260709.body.txt,aureon;gary,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,hnc_harmonic_coherence,32,QUANTUM_TELESCOPE_GUIDE.md,.md,2733,2026-04-08T20:43:14.323082+01:00,5a9d268e04ae1ca8bb2cbdd16a2e90c6350d218aa931c37a58e32e7c8de8a5c4,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\AureonResearch\02_Cosmic_Intelligence\QUANTUM_TELESCOPE_GUIDE.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,7day_current_plan.json,.json,1481,2026-05-08T10:17:53.930300+01:00,84f07d4e136a30e3853c4783d70dbf35ca6f7185ba85e799e9f2f078e2bb1aa6,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\aureon\autonomous\7day_current_plan.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,alpaca_rate_limit_dashboard.json,.json,8908,2026-05-21T09:18:34.793449+01:00,2b6f302343d9335b19e05031c53b5c9cbbc514a8d9960bed3e08c614cd1b5e15,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\dashboards\alpaca_rate_limit_dashboard.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,ANCIENT_CONVERGENCE.md,.md,32313,2026-04-08T20:42:37.933335+01:00,d94970a90425d77432b5dbac53d9e76ac06abced5510586b218acfae4267e046,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\AureonResearch\01_Theory\ANCIENT_CONVERGENCE.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,ANCIENT_CONVERGENCE.md,.md,31804,2026-07-03T20:51:11.037733+01:00,c5ccfed396054d0705b57b7215e0c8c62a89d000a1ea867764dce421651ba59b,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\ANCIENT_CONVERGENCE.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,Aureon Grant War Room - 2026-07-04.xlsx,.xlsx,142176,2026-07-04T08:36:59.079205+01:00,0b018c6dbd05e8703bbe327219cd5c52160a7865d5a89f9c9ec2a20d42123675,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\grant_ops_and_applications\aureon_grants_20260704\Aureon Grant War Room - 2026-07-04.xlsx,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,AUREON_AIRR_PORTAL_STAGED_MANIFEST_20260706_0702.json,.json,1377,2026-07-06T07:02:21.101027+01:00,093d058b07e1e55cf320eb84b9721dd2cd3370c4c6286d20d8477f49b45dd71e,C:\Users\user\Aureon_Work_Hub_20260705\07_DRIVE_EXPORTS\AUREON_AIRR_PORTAL_STAGED_MANIFEST_20260706_0702.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,AUREON_AWAKENING_TIMELINE.json,.json,765,2026-05-08T10:17:57.342513+01:00,c429fa6112ecdc2d046ecb53dfd34f398e6c232adf523d9d5bd72e82362bb2a9,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\imports\Kimi_Agent_Aureon_20260408\AUREON_AWAKENING_TIMELINE.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_data_ocean_ingest_attempts.json,.json,1536,2026-05-15T18:25:42.693503+01:00,767e718e46cd58b7547477e91b3ecaa02648ba0231005d08152103bb1cd74c67,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\state\aureon_data_ocean_ingest_attempts.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,AUREON_DRIVE_EXPORT_MANIFEST_20260706_062033.json,.json,1801,2026-07-06T06:20:40.754357+01:00,537215279dddf19c6be0dc0400616a3f02a598fdba96ef244bfc0a7bf18f573a,C:\Users\user\Aureon_Work_Hub_20260705\07_DRIVE_EXPORTS\AUREON_DRIVE_EXPORT_MANIFEST_20260706_062033.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,AUREON_DRIVE_SYNC_AIRR_20260706_0704.json,.json,740,2026-07-06T07:05:07.899936+01:00,e10b51d4b5ed38502b1df56857c986460e23f474294668679d5dc0918d6a40f3,C:\Users\user\Aureon_Work_Hub_20260705\07_DRIVE_EXPORTS\AUREON_DRIVE_SYNC_AIRR_20260706_0704.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_frontend_evolution_queue.json,.json,1168976,2026-05-15T18:58:13.608363+01:00,cb8cc2172b61612fbab6cb92ec3a5ef7ba2f319ec4396728319c72647c1648aa,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\frontend\public\aureon_frontend_evolution_queue.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_frontend_unification_plan.json,.json,39581,2026-05-15T18:58:10.182511+01:00,96f46ac8593d482c7b3a8d07c7410b66debcb7f0185b5f4881b73c114271f312,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\frontend\public\aureon_frontend_unification_plan.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_frontend_unification_plan.md,.md,2880,2026-05-15T18:58:10.182511+01:00,20c3601df0c26a874cff6986d318cb333c2c270b369e14e30e2a6c07e98be5bf,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\.obsidian\Aureon Self Understanding\aureon_frontend_unification_plan.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_live_waveform_recorder.json,.json,1470,2026-05-15T19:01:33.712694+01:00,7bd2e926a6907830b059255976bbcb74e6afa14b3094ab8392ea77943d83669e,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\frontend\public\aureon_live_waveform_recorder.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_live_waveform_recorder.json,.json,1469,2026-05-15T19:01:33.709671+01:00,9381ddcf659f85acc1e72bae648ecbee2ae38f789f67dcc9030cdea06e36cdd3,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\state\aureon_live_waveform_recorder.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_market_reboot_intent.json,.json,461,2026-05-15T15:27:45.292135+01:00,ef46f189a1b031ea8a30da3c83f64ec0841684fa7e5134fa0c6454379de9776a,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\state\aureon_market_reboot_intent.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_reboot_intent.json,.json,424,2026-05-15T15:27:53.008369+01:00,141e6cd91be7fe0e8a4d82ee82efdfa58eb82b695b6b0bd6674f56cdb3776dcd,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\state\aureon_reboot_intent.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_repo_self_repair_last_run.json,.json,6471,2026-05-13T20:38:01.227339+01:00,82c7c740626427336a08587999210d5be2657f6e727e85b906e2e33e0962bb2e,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\project-rainbow\state\aureon_repo_self_repair_last_run.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_scanner_fusion_matrix.json,.json,32989,2026-05-15T18:55:50.637894+01:00,f2a8f458963c81a5e205ccea51342ed73e4de4d6a6cd095c564b449889098430,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\frontend\public\aureon_scanner_fusion_matrix.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_self_ui_repair_last_run.json,.json,8037,2026-05-13T20:38:01.217985+01:00,b0e2acf9b1484fb02a0ff828af33f59ac6064c0a41ea52f7fab6cfa26b6b7f56,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\state\aureon_self_ui_repair_last_run.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aureon_world_financial_ecosystem_intelligence.json,.json,11767,2026-05-15T18:35:42.576622+01:00,b68e8239af80bc10f249f6eea930ce1d3bfd109a256d45f72f307cadad03a248,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\frontend\public\aureon_world_financial_ecosystem_intelligence.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,AureonRepoArchives_PREUPLOAD_20260705.json,.json,877,2026-07-05T09:55:24.169296+01:00,c9f7de3046a562a9cc3d48177008c66176cdf2192ecec657ea126869d710a028,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\drive_publish_full\AureonRepoArchives_PREUPLOAD_20260705.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,AUTOMATED_HUNT_SETUP.md,.md,7213,2026-05-21T09:18:34.805458+01:00,787af69fda215d10020fb4cda703294e7f7aff9556c00ffb251b673ce06dc5f1,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\guides\AUTOMATED_HUNT_SETUP.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,aztec_wisdom.json,.json,59691,2025-12-30T18:27:37.535160+00:00,8760e717d66553b39d75860cc3e502515dc80de7a48df14b719a8f786b7d549f,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\aureon-json-backup\wisdom_data\aztec_wisdom.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,BACKTEST_RESULTS.md,.md,6120,2026-05-21T09:18:34.840728+01:00,076c4748556ee1671829a798629e6eee63cc0c732bba6e2fe686854ea2ee7ae3,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\reports\BACKTEST_RESULTS.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,BINANCE_POOL_MAPPING.md,.md,2090,2026-05-21T09:18:34.840728+01:00,722c039dc35c728539d410c3de80504bb443ca134b7b589bf3f787608723cd41,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\integrations\BINANCE_POOL_MAPPING.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,BROKER_TEMPO_GUIDE.md,.md,25113,2026-05-21T09:18:34.805458+01:00,b9ee83b07cf34b72aa25ac572f02b5f0c10a4d9e060efb7c67f62526b4985610,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\guides\BROKER_TEMPO_GUIDE.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,BUG_REPORT_AND_FIX.md,.md,5831,2026-05-21T09:18:34.840728+01:00,81fb510df9ffd85e943e7135090568d8b18c0e380bd409b2b2eb2a23969aa27a,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\reports\BUG_REPORT_AND_FIX.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,CELTIC_WARFARE_GUIDE.md,.md,11154,2026-05-21T09:18:34.809469+01:00,f5595d29bc83fa70cc8dfcb46fc3a028a34ce3db9400e532728236ead81b18a9,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\guides\CELTIC_WARFARE_GUIDE.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,chinese_wisdom.json,.json,33906,2025-12-30T17:27:26.210963+00:00,7c20794a3df0cb560bf5ae70907904254e9b175e46e2ff53670fbd5dd6f963c2,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\aureon-json-backup\wisdom_data\chinese_wisdom.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,CODE_OF_CONDUCT.md,.md,576,2026-05-21T09:18:34.746577+01:00,f8e71c1f96c771fa9f0580fc56e25419187aa0c205723f8ad908195e56e93b00,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\CODE_OF_CONDUCT.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,contacts.json,.json,3063,2026-07-05T08:27:50.878040+01:00,cc59db4738004837e407ba50ec585fe11f3c1e5dfe8d28f24384024936576991,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\grant_ops_and_applications\research\grants\contacts.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,cost_basis_history.json,.json,64749,2025-12-30T18:25:23.576072+00:00,3c6b598163562fdce306a72fd6c658299fca55e9cdbf97cb5843a860aceb36c0,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\aureon-json-backup\cost_basis_history.json,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,COUNTER_STRATEGIES.md,.md,7787,2026-07-03T20:51:10.953742+01:00,1ff32cea955e26f7ae875c624464899500e2032406ea79dacf3dbdcbf586b749,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\COUNTER_STRATEGIES.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,DASHBOARD_GUIDE.md,.md,12573,2026-07-03T20:51:11.324211+01:00,cbe674b1f1ba13c1867ed02ad5f52b7d71a93b624e2f5d0c7ddbe63bcd2e5304,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\dashboards\DASHBOARD_GUIDE.md,aureon,architecture;framework,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,DASHBOARD_INTEGRATION_GUIDE.md,.md,16982,2026-05-21T09:18:34.777828+01:00,318ddf55b863530351de747a6a8d9d3b621e0e042530c0261ee8f84b8fc64a55,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\dashboards\DASHBOARD_INTEGRATION_GUIDE.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,dependency_snapshot.md,.md,737,2026-05-21T09:18:34.825106+01:00,a68b7a297cab54a323f8a8d2ef2a1c6eed6eea3006b5b74e1b5f019ee5629e87,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\imported\aureon_murge\docs\dependency_snapshot.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,DEPLOY.md,.md,5117,2026-05-21T09:18:34.793449+01:00,52e7c012a91b855a6af1e6df17efa93dbe1476bd7d73557369ab01dcd5fa8010,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\deployment\DEPLOY.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,supporting_company_research,32,desktop_migration_experiment.md,.md,1210,2026-05-21T09:18:34.825106+01:00,f67a87f3c01969af67cb85e6372b444e58000e4ed17ee037e96afcc742b267e5,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\imported\aureon_murge\docs\desktop_migration_experiment.md,aureon,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
